,Airport_hub,Intercity_train_connectivity,Gun_related_deaths,Guns_per_residents,Pisa_ranking,Best_university,url_uno,Monthly_Fitness_Club_Membership,Beer,Monthly_Public_Transport,Lunch,url_otro,Large_apartment,Medium_apartment,Small_apartment,url,cities,Description
216,13,0.10,2,17,No hay dato,No hay dato,https://teleport.org/cities/sarajevo/,$44.00,$2.30,$69.00,$11.00,https://teleport.org/cities/saskatoon/,$470,$370,$260,https://teleport.org/cities/sarajevo/,Sarajevo,"Sarajevo, Bosnia and Herzegovina, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.
Sarajevo is one of the top ten city matches for 1.9% of Teleport users."
217,9,0.13,2,31,5,University of Saskatchewan,https://teleport.org/cities/saskatoon/,$55.00,$2.50,$100.00,$15.00,https://teleport.org/cities/seattle/,$1200,$1000,$800,https://teleport.org/cities/saskatoon/,Saskatoon,"Saskatoon, Canada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare."
218,95,0.13,9,76,24,University of Washington,https://teleport.org/cities/seattle/,$77.00,$2.70,$59.00,$7.90,https://teleport.org/cities/seoul/,$2600,$2100,$1600,https://teleport.org/cities/seattle/,Seattle,"Seattle, Washington, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, venture capital and healthcare.
Seattle is one of the top ten city matches for 3.2% of Teleport users."
219,139,0.62,0,1,7,Seoul National University,https://teleport.org/cities/seoul/,$39.00,$1.10,$44.00,$11.00,https://teleport.org/cities/seville/,$1700,$1200,$740,https://teleport.org/cities/seoul/,Seoul,"Seoul is a fast-paced metropolis with 24 hour facilities and expat-friendly social environment. The vibrant nightlife scene, fabulous pop culture as well as the refreshing nature can be reached by using Seoul’s affordable and reliable public transport system, which is also equipped with public wifi common to the most wired city in the world. The advanced technological environment and delicious local food combined with the low crime rate truly make it a highly attractive destination.
Seoul is one of the top ten city matches for 18.4% of Teleport users."
220,49,0.42,1,10,22,University of Seville,https://teleport.org/cities/seville/,$59.00,$0.84,$31.00,$6.20,https://teleport.org/cities/shanghai/,$930,$760,$590,https://teleport.org/cities/seville/,Seville,"Seville, Spain, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom."
221,180,0.60,0,5,8,Fudan University,https://teleport.org/cities/shanghai/,$110.00,$4.40,$73.00,$10.00,https://teleport.org/cities/singapore/,$1800,$1300,$800,https://teleport.org/cities/shanghai/,Shanghai,"Shanghai, China, is among the leading cities with a higher number of accelerators or available funding. According to our city rankings, this is a good place to live with high ratings in cost of living, travel connectivity and safety.
Shanghai is one of the top ten city matches for 4.3% of Teleport users."
222,134,No hay dato,0,1,1,National University of Singapore,https://teleport.org/cities/singapore/,$30.00,$0.91,$28.00,$6.70,https://teleport.org/cities/skopje/,$2800,$2300,$1900,https://teleport.org/cities/singapore/,Singapore,"Singapore is the futuristic bridge between East and West. It is an attractive site for startups, offering access to capital and a highly qualified workforce. When it comes to culture, the city is a dense mix of Chinese, Indian and Malay as well as Western influences. Despite Singapore’s high urban density, it remains as one of the greenest cities in the world—nearly half of its compact land area is filled with lush greenery.
Singapore is one of the top ten city matches for 42.0% of Teleport users."
223,33,0.12,2,17,No hay dato,53,https://teleport.org/cities/skopje/,$27.00,$0.81,$34.00,$6.90,https://teleport.org/cities/sofia/,$440,$350,$260,https://teleport.org/cities/skopje/,Skopje,"Skopje, Macedonia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, business freedom and safety.
Skopje is one of the top ten city matches for 1.9% of Teleport users."
224,41,0.29,2,6,36,442.60,https://teleport.org/cities/sofia/,$27.00,$1.90,$70.00,$12.00,https://teleport.org/cities/st-louis/,$540,$450,$350,https://teleport.org/cities/sofia/,Sofia,"Sofia, Bulgaria, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.
Sofia is one of the top ten city matches for 2.6% of Teleport users."
225,61,0.19,15,76,24,Washington University in St Louis,https://teleport.org/cities/st-louis/,$51.00,$2.30,$97.00,$12.00,https://teleport.org/cities/stockholm/,$1300,$1000,$800,https://teleport.org/cities/st-louis/,St-Louis,"St. Louis, Missouri, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and healthcare.
St. Louis is one of the top ten city matches for 1.4% of Teleport users."
226,125,0.68,1,21,19,Karolinska Institute,https://teleport.org/cities/stockholm/,$44.00,$1.10,$95.00,$12.00,https://teleport.org/cities/stuttgart/,$2000,$1600,$1300,https://teleport.org/cities/stockholm/,Stockholm,"Stockholm has emerged as one of Europe's innovation and entrepreneurial capitals with a vibrant start-up scene and open, tolerant society. It is also one of the cleanest cities in the world with a population of roughly 1 million residents embracing green-leaning programs and strong environmental protection. Stockholm's winter climate can be a challenge to some, but even then, very few would turn down the opportunity to spend time in this welcoming city.
Stockholm is one of the top ten city matches for 1.2% of Teleport users."
227,80,0.80,1,30,10,University of Stuttgart,https://teleport.org/cities/stuttgart/,$68.00,$4.40,$140.00,$11.00,https://teleport.org/cities/sydney/,$1500,$1200,$900,https://teleport.org/cities/stuttgart/,Stuttgart,"Stuttgart, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.
Stuttgart is one of the top ten city matches for 2.1% of Teleport users."
228,85,0.25,1,24,16,University of Sydney,https://teleport.org/cities/sydney/,$56.00,$1.60,$48.00,$5.30,https://teleport.org/cities/taipei/,$2800,$2300,$1700,https://teleport.org/cities/sydney/,Sydney,"Sydney, Australia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, safety and healthcare.
Sydney is one of the top ten city matches for 2.1% of Teleport users."
229,109,No hay dato,1,6,5,National Taiwan University,https://teleport.org/cities/taipei/,$62.00,$1.60,$27.00,$10.00,https://teleport.org/cities/tallinn/,$1100,$820,$500,https://teleport.org/cities/taipei/,Taipei,"Taipei, Taiwan, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and economy.
Taipei is one of the top ten city matches for 13.9% of Teleport users."
230,28,0.20,3,9,4,Tallinn University of Technology,https://teleport.org/cities/tallinn/,$32.00,$2.10,$60.00,$13.00,https://teleport.org/cities/tampa-bay-area/,$850,$710,$570,https://teleport.org/cities/tallinn/,Tallinn,"With its stunning old town and high tech culture, Tallinn offers a unique blend of history and the modern 21st century living. It is among the most wired cities in the world, offering universal free public wifi and free public transportation for residents. The vibrant start-up scene is actively supported by the government and the city's strong tech eco-system. With low tax rates, cost of living and the seaside location, Tallinn is a truly inviting place to live.
Tallinn is one of the top ten city matches for 14.5% of Teleport users."
231,98,0.12,12,98,24,University of South Florida,https://teleport.org/cities/tampa-bay-area/,$59.00,$3.60,$62.00,$13.00,https://teleport.org/cities/tampere/,$1600,$1300,$1100,https://teleport.org/cities/tampa-bay-area/,Tampa-Bay-Area,"Tampa Bay Area, Florida, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and internet access.
Tampa Bay Area is one of the top ten city matches for 1.2% of Teleport users."
232,10,0.44,3,27,6,University of Tampere,https://teleport.org/cities/tampere/,$54.00,$1.30,$17.00,$7.90,https://teleport.org/cities/tartu/,$1400,$1100,$850,https://teleport.org/cities/tampere/,Tampere,"Tampere, Finland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare."
233,1,0.18,3,9,4,University of Tartu,https://teleport.org/cities/tartu/,$14.00,$1.10,$4.00,$16.00,https://teleport.org/cities/tashkent/,$710,$570,$430,https://teleport.org/cities/tartu/,Tartu,"By Merilin Jürjo

Tartu is a true student town and home to Estonia's oldest university. Its academic atmosphere and high concentration of bright minds makes it a center for innovation and entrepreneurship. With safe and tolerant environment, the city takes pride in its urban greenery, easy transit and excellent healthcare, all contributing to a high quality of life at a reasonable cost.
Tartu is one of the top ten city matches for 9.9% of Teleport users."
234,57,0.24,1,2,No hay dato,No hay dato,https://teleport.org/cities/tashkent/,$47.00,$0.92,$14.00,$6.80,https://teleport.org/cities/tbilisi/,$410,$290,$180,https://teleport.org/cities/tashkent/,Tashkent,"Tashkent, Uzbekistan, features a very safe living environment. When considering your preferences, this city does not have any category with a high rating."
235,24,0.27,2,7,No hay dato,45,https://teleport.org/cities/tbilisi/,$35.00,$0.76,$17.00,$5.90,https://teleport.org/cities/tehran/,$550,$420,$300,https://teleport.org/cities/tbilisi/,Tbilisi,"Tbilisi, Georgia, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety.
Tbilisi is one of the top ten city matches for 4.6% of Teleport users."
236,77,0.25,1,7,No hay dato,Sharif University of Technology,https://teleport.org/cities/tehran/,$79.00,$3.00,$62.00,$15.00,https://teleport.org/cities/tel-aviv/,$970,$770,$570,https://teleport.org/cities/tehran/,Tehran,"Tehran, Iran, differentiates itself with low living costs. Our data reflects that this city has a good ranking in housing and safety."
237,113,0.28,2,7,32,Tel Aviv University,https://teleport.org/cities/tel-aviv/,$42.00,$1.40,$96.00,$18.00,https://teleport.org/cities/the-hague/,$2000,$1600,$1200,https://teleport.org/cities/tel-aviv/,Tel-Aviv,"Tel Aviv, Israel, is among the leading cities with a higher number of accelerators or available funding. According to our city rankings, this is a good place to live with high ratings in startups, business freedom and safety.
Tel Aviv is one of the top ten city matches for 0.1% of Teleport users."
238,237,0.62,1,4,12,531.84,https://teleport.org/cities/the-hague/,$46.00,$1.60,$35.00,$16.00,https://teleport.org/cities/thessaloniki/,$1600,$1300,$1000,https://teleport.org/cities/the-hague/,The-Hague,"The Hague, Netherlands, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare."
239,54,0.16,2,23,35,Aristotle University of Thessaloniki,https://teleport.org/cities/thessaloniki/,$98.00,$2.20,$80.00,$9.20,https://teleport.org/cities/tokyo/,$550,$450,$350,https://teleport.org/cities/thessaloniki/,Thessaloniki,"Thessaloniki, Greece, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and leisure & culture."
240,143,1.00,0,1,3,University of Tokyo,https://teleport.org/cities/tokyo/,$48.00,$2.30,$110.00,$14.00,https://teleport.org/cities/toronto/,$1800,$1400,$1100,https://teleport.org/cities/tokyo/,Tokyo,"Tokyo is one of the most vibrant and modern cities in the world. It provides a wide range of opportunities from recreational activities to job offers, and is therefore an appealing choice for people looking for a change. When it comes to food, you are spoiled with choices: there are more restaurants than you could visit in your lifetime. It is also a relatively green city, as 3.6% of Tokyo is covered by parks and forests, and, despite its size, it is still among the safest cities in the world.
Tokyo is one of the top ten city matches for 8.5% of Teleport users."
241,148,0.22,2,31,5,University of Toronto,https://teleport.org/cities/toronto/,$43.00,$1.50,$62.00,$15.00,https://teleport.org/cities/toulouse/,$1900,$1600,$1300,https://teleport.org/cities/toronto/,Toronto,"Toronto is a multicultural city in every sense of the word. Nearly half of its population are immigrants from virtually every corner of the globe. The city is internationally known as a center of finance and business as well as the film and television industry. However, there are still plenty of ways to unwind, be it hiking in the nature with breathtaking views or immersing in the local cultural scene.
Toronto is one of the top ten city matches for 39.4% of Teleport users."
242,47,0.76,3,31,19,Toulouse 1 Capitole University,https://teleport.org/cities/toulouse/,$29.00,$0.90,$13.00,$3.40,https://teleport.org/cities/tunis/,$1200,$930,$670,https://teleport.org/cities/toulouse/,Toulouse,"Toulouse, France, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare."
243,60,0.20,33,0,49,377.83,https://teleport.org/cities/tunis/,$52.00,$1.40,$43.00,$14.00,https://teleport.org/cities/turin/,$370,$310,$240,https://teleport.org/cities/tunis/,Tunis,"Tunis, Tunisia, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety."
244,30,0.43,1,12,26,Polytechnic University of Turin,https://teleport.org/cities/turin/,$64.00,$2.40,$67.00,$13.00,https://teleport.org/cities/turku/,$960,$760,$560,https://teleport.org/cities/turin/,Turin,"Turin, Italy, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in healthcare and leisure & culture."
245,7,0.53,3,27,6,University of Turku,https://teleport.org/cities/turku/,$45.00,$1.80,$90.00,$13.00,https://teleport.org/cities/uppsala/,$1200,$950,$730,https://teleport.org/cities/turku/,Turku,"Turku, Finland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, commute and safety."
246,125,0.39,1,21,19,Uppsala University,https://teleport.org/cities/uppsala/,$32.00,$1.20,$95.00,$18.00,https://teleport.org/cities/utrecht/,$1300,$1000,$780,https://teleport.org/cities/uppsala/,Uppsala,"Uppsala, Sweden, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare."
247,237,0.63,1,4,10,Utrecht University,https://teleport.org/cities/utrecht/,$42.00,$1.10,$56.00,$12.00,https://teleport.org/cities/valencia/,$1800,$1400,$1100,https://teleport.org/cities/utrecht/,Utrecht,"Utrecht, Netherlands, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare.
Utrecht is one of the top ten city matches for 3.8% of Teleport users."
248,57,0.39,1,10,22,University of Valencia,https://teleport.org/cities/valencia/,$31.00,$1.70,$9.30,$64.00,https://teleport.org/cities/valletta/,$910,$790,$660,https://teleport.org/cities/valencia/,Valencia,"Valencia, Spain, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.
Valencia is one of the top ten city matches for 0.9% of Teleport users."
249,76,No hay dato,2,12,No hay dato,26,https://teleport.org/cities/valletta/,$46.00,$3.30,$83.00,$13.00,https://teleport.org/cities/vancouver/,$1400,$1200,$910,https://teleport.org/cities/valletta/,Valletta,"Valletta, Malta, features a very safe living environment. Our data reflects that this city has a good ranking in healthcare and tolerance."
250,86,0.14,2,31,5,University of British Columbia,https://teleport.org/cities/vancouver/,$40.00,$2.60,$72.00,$14.00,https://teleport.org/cities/victoria/,$2100,$1700,$1300,https://teleport.org/cities/vancouver/,Vancouver,"Vancouver is a city with high-rise buildings, picturesque mountains and easily distinguishable ethnic neighborhoods. The city ranks high in cleanliness and quality of living, but is also one of the most expensive cities in Canada. Besides forestry, Vancouver is becoming an influencer in industries like software, film and biotechnology. For those interested in being in the open air, there are plenty of opportunities from boating to mountain skiing.
Vancouver is one of the top ten city matches for 26.4% of Teleport users."
251,24,0.12,2,31,5,University of Victoria,https://teleport.org/cities/victoria/,$55.00,$1.60,$53.00,$13.00,https://teleport.org/cities/vienna/,$1700,$1300,$920,https://teleport.org/cities/victoria/,Victoria,"Victoria, Canada, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare."
252,149,0.95,3,30,20,University of Vienna,https://teleport.org/cities/vienna/,$63.00,$1.30,$37.00,$7.80,https://teleport.org/cities/vilnius/,$1600,$1200,$850,https://teleport.org/cities/vienna/,Vienna,"Vienna is a truly imperial city filled with palaces, gardens and historical sites. Its wealth and power contributed greatly to the arts and development of classical music. It is also known as one of the great cafe cities of the world with a coffee-house culture dating back to the 17th century. The Viennese take coffee seriously—if you do, too, this might be your city.
Vienna is one of the top ten city matches for 25.7% of Teleport users."
253,46,0.16,2,1,30,Vilnius University,https://teleport.org/cities/vilnius/,$36.00,$0.91,$30.00,$7.30,https://teleport.org/cities/warsaw/,$780,$630,$480,https://teleport.org/cities/vilnius/,Vilnius,"By Gabija Mušeikytė

Vilnius is an innovative city with great business freedom and affordable housing. Offering one of the fastest public wifi upload speeds in the world and a low cost of living, the city has become an attractive business center. Along with its modern facilities and high environmental quality, Vilnius has a rich historical background that remains an important part of the city’s identity.
Vilnius is one of the top ten city matches for 3.7% of Teleport users."
254,94,0.33,0,1,14,Warsaw University of Technology,https://teleport.org/cities/warsaw/,$80.00,$3.00,$190.00,$16.00,https://teleport.org/cities/washington-dc/,$1100,$850,$640,https://teleport.org/cities/warsaw/,Warsaw,"By Adam Stasiak

Warsaw, a unique blend of the old and new, is comprised of 18 districts, each with their distinctive characteristics. Warsaw's widely varied architecture reflects its tumultuous history and adds to a vibrant cultural scene - both classical and underground. Its history, cuisine and quality of life have made Warsaw an increasingly popular destination and its reasonable cost of living adds to the charm.
Warsaw is one of the top ten city matches for 10.8% of Teleport users."
255,104,0.21,16,491,24,"University of Maryland, College Park",https://teleport.org/cities/washington-dc/,$37.00,$3.80,$110.00,$12.00,https://teleport.org/cities/wellington/,$2900,$2400,$1800,https://teleport.org/cities/washington-dc/,Washington-dc,"Washington, District of Columbia, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in startups, venture capital and business freedom.
Washington, D.C. is one of the top ten city matches for 3.4% of Teleport users."
256,21,No hay dato,1,23,12,Victoria University of Wellington,https://teleport.org/cities/wellington/,$40.00,$2.90,$66.00,$14.00,https://teleport.org/cities/winnipeg/,$1900,$1600,$1300,https://teleport.org/cities/wellington/,Wellington,"Wellington, New Zealand, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.
Wellington is one of the top ten city matches for 2.8% of Teleport users."
257,23,0.12,2,31,5,University of Manitoba,https://teleport.org/cities/winnipeg/,$27.00,$0.93,$24.00,$7.20,https://teleport.org/cities/wroclaw/,$1100,$910,$720,https://teleport.org/cities/winnipeg/,Winnipeg,"Winnipeg, Canada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and taxation."
258,31,0.24,0,1,10,518.54,https://teleport.org/cities/wroclaw/,$57.00,$0.89,$13.00,$6.30,https://teleport.org/cities/yerevan/,$830,$680,$540,https://teleport.org/cities/wroclaw/,Wroclaw,"Wroclaw, Poland, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in cost of living and safety."
259,35,0.13,1,13,No hay dato,No hay dato,https://teleport.org/cities/yerevan/,$45.00,$1.50,$61.00,$9.10,https://teleport.org/cities/zagreb/,$440,$350,$250,https://teleport.org/cities/yerevan/,Yerevan,"Yerevan, Armenia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.
Yerevan is one of the top ten city matches for 1.7% of Teleport users."
260,27,0.21,3,22,22,480.08,https://teleport.org/cities/zagreb/,$100.00,$2.40,$100.00,$29.00,https://teleport.org/cities/zurich/,$690,$560,$430,https://teleport.org/cities/zagreb/,Zagreb,"Zagreb, Croatia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and environmental quality.
Zagreb is one of the top ten city matches for 1.3% of Teleport users."
261,137,0.94,3,24,11,ETH Zurich – Swiss Federal Institute of Technology Zurich,https://teleport.org/cities/zurich/,,,,,,$3100,$2500,$1900,https://teleport.org/cities/zurich/,Zurich,"Zurich is one of the wealthiest but also one of the most expensive cities in Europe. It is a leader in the world's financial industry as well as an international hub for banking. Zurich is also the center for development and scientific research with two world-class universities within its boundaries. The city is extremely well-connected through public transport and offers an exceptionally high quality of life.
Zurich is one of the top ten city matches for 13.3% of Teleport users."
