,Airport_hub,Intercity_train_connectivity,Gun_related_deaths,Guns_per_residents,Pisa_ranking,Best_university,Monthly_Fitness_Club_Membership,Beer,Monthly_Public_Transport,Lunch,Large_apartment,Medium_apartment,Small_apartment,Cities,Description,Poblacion,Homosexuality_acceptance,LGBT_adoption_rights,LGBT_homosexuality_rights,LGBT_marriage_rights,VAT_Sales_Tax,Art_galleries,Concert_venues,Museums,Sport_venues,Currency_for_urban_area,GDP_per_capita,Growth_percentage,Unemployment_percentage,Url,Average_Annual_percent_sunshine,Airport_score,Coordenadas
179,0,0.0,0,0,0,No hay dato,26.0,1.5,6.0,63.0,0,0,0,Palo-Alto,"Palo Alto, California, is among the top cities with a high quality of education. According to our data, this is a good place to live with high ratings in healthcare, environmental quality and economy.

Palo Alto is part of Silicon Valley and the wider San Francisco Bay Area. For more information on scores and rankings, check San Francisco Bay Area's Teleport profile.",165100,0.0,No hay dato,No hay dato,No hay dato,0.0,0,0,0,0,No hay dato,0.0,0.01,0.05,https://teleport.org/cities/palo-alto/,0.0,0.0,"(37.4443293, -122.1598465)"
180,82,0.0,15,22,0,No hay dato,72.0,2.7,88.0,17.0,1400,1200,880,Panama,"Panama, Panama, features a very safe living environment. Our data reflects that this city has a good ranking in taxation and tolerance.",1228800,60.76, Equal, No protections,0.75,0.07,69,96,19,41,PAB,19455.42,0.09,0.05,https://teleport.org/cities/panama/,102.0,0.4,"(8.559559, -81.1308434)"
181,317,1.0,3,31,19,École Normale Supérieure,47.0,3.8,83.0,15.0,2700,2000,1400,Paris,"Paris, the most visited city in the world, is a historical, cultural and esthetic gem that has played a major role in European history for centuries. Its overwhelming beauty, architectural wonders and national cuisine call to people from around the world, adding to its exciting and diverse environment. As a global economic center, Paris offers opportunities in a wide range of industries and business markets.
Paris is one of the top ten city matches for 9.5% of Teleport users.",10913500,77.0, Legal, Legal, Legal,0.2,142,147,119,295,EUR,40374.53,0.02,0.1,https://teleport.org/cities/paris/,180.0,1.0,"(48.8588897, 2.3200410217200766)"
182,38,0.19,1,24,16,University of Western Australia,34.0,2.4,88.0,15.0,1800,1700,1600,Perth,"Perth, Australia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.",3152900,79.0,No hay dato, Legal,Varies by Region,0.1,96,97,40,59,AUD,46433.3,0.07,0.06,https://teleport.org/cities/perth/,12.5,0.23,"(-31.9527121, 115.8604796)"
183,123,0.16,11,129,24,University of Pennsylvania,50.0,0.92,18.0,5.3,2100,1700,1200,Philadelphia,"Philadelphia, Pennsylvania, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and internet access.
Philadelphia is one of the top ten city matches for 0.4% of Teleport users.",3833200,80.47, Equal, No protections,0.35,0.08,377,366,174,212,USD,54596.65,0.0,0.05,https://teleport.org/cities/philadelphia/,93.0,0.55,"(39.9527237, -75.1635262)"
184,15,0.1,1,4,0,No hay dato,31.0,2.4,58.0,13.0,880,660,430,Phnom-Penh,"Phnom Penh, Cambodia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.",1625600,55.34, Equal, No protections,0.66,0.1,25,18,7,13,KHR,3262.55,0.12,0.0,https://teleport.org/cities/phnom-penh/,282.0,0.15,"(11.568271, 104.9224426)"
185,121,0.11,14,154,24,Arizona State University,48.0,2.2,14.0,5.2,1300,1100,860,Phoenix,"Phoenix, Arizona, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, leisure & culture and outdoors.
Phoenix is one of the top ten city matches for 0.2% of Teleport users.",4423600,70.0, Equal, No protections,0.40,0.09,192,175,70,58,USD,54596.65,0.13,0.05,https://teleport.org/cities/phoenix/,211.0,0.55,"(33.4484367, -112.0741417)"
186,32,0.15,1,16,43,No hay dato,34.0,2.8,95.0,12.0,760,590,410,Phuket,"Phuket, Thailand, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in cost of living and taxation.",340200,61.15, Equal, Sexual orientation and gender identity,0.42,0.1,112,86,61,30,THB,14354.3,0.36,0.01,https://teleport.org/cities/phuket/,12.5,0.21,"(7.9366015, 98.3529292)"
187,38,0.11,11,129,24,Carnegie Mellon University,41.0,2.6,94.0,14.0,1500,1200,880,Pittsburgh,"Pittsburgh, Pennsylvania, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and internet access.
Pittsburgh is one of the top ten city matches for 1.0% of Teleport users.",1507600,80.47, Equal, No protections,0.66,0.07,146,174,89,155,USD,54596.65,-0.03,0.05,https://teleport.org/cities/pittsburgh/,58.0,0.23,"(40.4416941, -79.9900861)"
188,57,0.14,12,93,24,Oregon Health and Science University,41.0,1.1,42.0,7.7,2000,1700,1400,Portland-or,"Portland, Oregon, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and environmental quality.
Portland, OR is one of the top ten city matches for 0.7% of Teleport users.",2104100,96.88, Equal, Sexual orientation and gender identity,0.64,0.0,140,124,77,77,USD,54596.65,0.05,0.05,https://teleport.org/cities/portland-or/,68.0,0.31,"(45.5202471, -122.6741949)"
189,61,0.3,2,9,18,University of Porto,35.0,2.4,63.0,7.4,920,730,540,Porto,"Porto, Portugal, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and safety.
Porto is one of the top ten city matches for 1.3% of Teleport users.",1684200,95.36, Equal, Sexual orientation and gender identity,0.93,0.23,84,100,73,126,EUR,26974.63,-0.03,0.11,https://teleport.org/cities/porto/,12.7,0.32,"(41.1494512, -8.6107884)"
190,27,0.0,21,8,52,Pontifical Catholic University of Rio Grande do Sul (PUCRS),45.0,0.82,26.0,7.4,670,530,390,Porto-Alegre,"Porto Alegre, Brazil, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, leisure & culture and tolerance.",1822100,60.0, Legal, Legal, Legal,0.42,164,171,58,89,BRL,16096.32,0.0,0.13,https://teleport.org/cities/porto-alegre/,242.0,0.19,"(-30.0324999, -51.2303767)"
191,94,0.65,2,17,21,Charles University in Prague,73.0,2.5,12.0,32.0,1100,940,740,Prague,"Prague, Czechia, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and healthcare.
Prague is one of the top ten city matches for 11.9% of Teleport users.",1860800,81.25,No hay dato,No hay dato,No hay dato,0.0,117,139,143,116,CZK,29925.13,0.08,0.06,https://teleport.org/cities/prague/,12.9,0.45,"(50.0874654, 14.4212535)"
192,103,0.12,5,29,24,Brown University,33.0,2.6,70.0,12.0,1500,1200,980,Providence,"Providence, Rhode Island, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare.",341500,93.13, Equal, Sexual orientation and gender identity,0.54,0.07,87,68,20,17,USD,54596.65,-0.01,0.05,https://teleport.org/cities/providence/,99.0,0.48,"(41.8239891, -71.4128343)"
193,18,0.12,2,31,5,Laval University,56.0,1.5,13.0,4.2,850,700,550,Quebec,"Quebec, Canada, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and healthcare.",767900,80.0, Legal, Legal, Legal,0.05,71,55,37,43,CAD,44843.44,0.04,0.07,https://teleport.org/cities/quebec/,12.8,0.16,"(52.4760892, -71.8258668)"
194,23,0.0,16,1,0,No hay dato,47.0,2.6,43.0,11.0,620,520,430,Quito,"Quito, Ecuador, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.",1544900,86.69, Equal, Sexual orientation and gender identity,0.88,0.12,57,91,59,37,USD,11244.2,0.09,0.06,https://teleport.org/cities/quito/,12.5,0.18,"(-0.2201641, -78.5123274)"
195,39,0.11,12,95,24,Duke University,87.0,3.9,120.0,26.0,1500,1200,930,Raleigh,"Raleigh, North Carolina, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, education and environmental quality.
Raleigh is one of the top ten city matches for 3.4% of Teleport users.",1317300,67.58,Ambiguous, No protections,0.83,0.07,183,142,53,38,USD,54596.65,0.13,0.05,https://teleport.org/cities/raleigh/,111.0,0.24,"(35.7803977, -78.6390989)"
196,36,0.0,0,30,28,University of Iceland,29.0,1.8,63.0,13.0,2600,2100,1600,Reykjavik,"Reykjavik, Iceland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.
Reykjavik is one of the top ten city matches for 0.5% of Teleport users.",216900,92.79, Equal, Sexual orientation and gender identity,0.96,0.24,83,80,39,55,ISK,43637.27,0.06,0.03,https://teleport.org/cities/reykjavik/,13.6,0.23,"(64.145981, -21.9422367)"
197,19,0.11,10,246,16,No hay dato,50.0,1.2,63.0,7.5,1400,1100,920,Richmond,"Richmond, Virginia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and internet access.",513700,70.0, Equal, No protections,0.72,0.05,97,98,64,28,USD,54596.65,0.05,0.05,https://teleport.org/cities/richmond/,100.0,0.16,"(37.5385087, -77.43428)"
198,68,0.13,1,19,25,University of Latvia,41.0,1.4,61.0,9.0,710,580,450,Riga,"By Elizabete Laivina

Riga is a great place for young people due to its low cost of living and vibrant creative scene. It boasts excellent museums and art galleries, an active night life and close-by unspoiled nature. Riga is also an avid sports city with frequent football, basketball and ice hockey matches.
Riga is one of the top ten city matches for 1.1% of Teleport users.",990600,74.15, Equal, Sexual orientation and gender identity,0.62,0.21,162,110,99,136,EUR,23706.56,-0.03,0.1,https://teleport.org/cities/riga/,13.1,0.35,"(56.9493977, 24.1051846)"
199,55,0.0,21,8,52,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),96.0,1.2,42.0,7.8,970,760,560,Rio-De-Janeiro,"Rio de Janeiro is the second most populous city in Brazil, known for the beautiful scenery samba rhythms and Carnival. It is the national center for oil, mining and telecommunications, but the major economic base is in tourism and entertainment industries. With affordable rentals, friendly expat community and tropical climate, Rio is for people looking for a relaxed and welcoming environment.
Rio De Janeiro is one of the top ten city matches for 0.2% of Teleport users.",10651900,60.0, Legal, Legal, Legal,0.42,150,258,103,144,BRL,16096.32,0.02,0.13,https://teleport.org/cities/rio-de-janeiro/,12.5,0.3,"(-22.9110137, -43.2093727)"
200,79,0.1,1,35,0,King Saud University,31.0,1.7,59.0,12.0,840,670,500,Riyadh,"Riyadh, Saudi Arabia, is characterized by low taxes. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and safety.",4206000,3.19,No hay dato, No protections,0.48,0.0,55,68,35,45,SAR,52183.4,0.12,0.11,https://teleport.org/cities/riyadh/,12.5,0.39,"(24.638916, 46.7160104)"
201,18,0.12,4,26,24,University of Rochester,79.0,1.6,45.0,16.0,1300,1100,810,Rochester,"Rochester, New York, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in housing and healthcare.",345300,86.72, Equal,Sexual orientation only,0.29,0.08,110,103,54,26,USD,54596.65,-0.01,0.05,https://teleport.org/cities/rochester/,61.0,0.16,"(43.157285, -77.615214)"
202,189,0.48,1,12,26,Sapienza University of Rome,31.0,1.4,81.0,17.0,1800,1400,1100,Rome,"Rome, the Eternal City, is a historic marvel with great travel connections mild Mediterranean climate and intense urban energy. Its outgoing society is known for its style, fondness for football and the world-famous restaurants and cafes that can be sampled on every corner. Rome also hosts an independent country—Vatican City—within its borders. Its long history and modern achievements make Rome one of the most visited cities in the world.",3489600,74.0, Illegal, Legal, Civil unions,0.22,77,66,84,126,EUR,35486.17,0.01,0.11,https://teleport.org/cities/rome/,12.7,0.8,"(41.8933203, 12.4829321)"
203,237,0.65,1,4,12,No hay dato,33.0,1.1,49.0,7.3,1500,1300,1000,Rotterdam,"By Ander Hindremäe

Rotterdam is a multicultural hub with a modern look, low level of corruption, an advanced public transport system and superb network of bike-paths. While less touristy than some of its neighboring Dutch cities, Rotterdam hosts the largest port in Europe, making it an important transit, logistical and marine center. With its high quality of life and lively cultural scene, Rotterdam has been welcoming visitors for almost 800 years.
Rotterdam is one of the top ten city matches for 1.6% of Teleport users.",989900,97.37, Equal, Sexual orientation and gender identity,0.66,0.21,141,165,82,25,EUR,47354.53,0.02,0.06,https://teleport.org/cities/rotterdam/,130.0,0.98,"(51.9244424, 4.47775)"
204,109,0.67,25,9,21,Saint Petersburg State University,27.0,3.1,90.0,11.0,930,720,510,Saint-Petersburg,"Saint Petersburg, Russia, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and safety.
Saint Petersburg is one of the top ten city matches for 0.4% of Teleport users.",9148000,16.0, Single only, Legal, Not legal,0.18,140,162,150,195,RUB,24805.49,0.03,0.08,https://teleport.org/cities/saint-petersburg/,13.3,0.5,"(59.938732, 30.316229)"
205,91,0.11,12,130,24,University of Utah,41.0,2.6,39.0,12.0,1500,1200,940,Salt-Lake-City,"Salt Lake City, Utah, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in venture capital, healthcare and internet access.
Salt Lake City is one of the top ten city matches for 2.4% of Teleport users.",1385100,92.97, Equal, Sexual orientation and gender identity,0.77,0.07,137,116,57,15,USD,54596.65,0.06,0.05,https://teleport.org/cities/salt-lake-city/,125.0,0.43,"(40.7596198, -111.8867975)"
206,35,0.11,11,123,24,University of Texas at San Antonio,43.0,2.2,67.0,14.0,1500,1200,890,San-Antonio,"San Antonio, Texas, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in cost of living, healthcare and internet access.
San Antonio is one of the top ten city matches for 0.5% of Teleport users.",1823400,64.44, Equal, No protections,0.60,0.08,136,201,71,65,USD,54596.65,0.1,0.05,https://teleport.org/cities/san-antonio/,106.0,0.22,"(29.4246002, -98.4951405)"
207,83,0.12,8,61,24,"University of California, San Diego",75.0,2.5,93.0,14.0,2300,1900,1500,San-Diego,"San Diego, California, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, venture capital and safety.
San Diego is one of the top ten city matches for 1.4% of Teleport users.",4233700,93.19, Equal, Sexual orientation and gender identity,0.75,0.08,250,233,94,131,USD,54596.65,0.03,0.05,https://teleport.org/cities/san-diego/,147.0,0.4,"(32.7174202, -117.1627728)"
208,111,0.22,8,61,24,Stanford University,62.0,1.5,40.0,8.5,4100,3300,2600,San-Francisco-Bay-Area,"San Francisco Bay Area, California, is among the leading cities with a higher number of accelerators or available funding. According to our city rankings, this is a good place to live with high ratings in startups, business freedom and healthcare.
San Francisco Bay Area is one of the top ten city matches for 6.9% of Teleport users.",10287800,93.19, Equal, Sexual orientation and gender identity,0.65,0.09,421,307,281,221,USD,54596.65,0.02,0.05,https://teleport.org/cities/san-francisco-bay-area/,298.0,0.51,"(37.7884969, -122.3558473)"
209,39,0.0,8,10,39,No hay dato,41.0,2.3,35.0,11.0,940,830,730,San-Jose,"San Jose, Costa Rica, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and leisure & culture.",1140100,77.43, Equal, Sexual orientation and gender identity,1.00,0.13,139,157,56,101,CRC,14864.27,0.03,0.09,https://teleport.org/cities/san-jose/,271.0,0.24,"(37.3361905, -121.890583)"
210,49,0.0,16,22,0,No hay dato,12.0,3.4,0.0,42.0,1200,950,710,San-Juan,"San Juan, Puerto Rico, is characterized by reasonably priced housing. This urban area is consistently ahead in leisure & culture.",581800,73.0,No hay dato,No hay dato,No hay dato,0.0,111,71,49,21,USD,0.0,-0.03,0.0,https://teleport.org/cities/san-juan/,70.0,0.28,"(18.465299, -66.116666)"
211,4,0.12,8,61,16,No hay dato,30.0,1.3,25.0,5.1,2500,1900,1200,San-Luis-Obispo,"San Luis Obispo, California, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.",47300,93.19, Equal, Sexual orientation and gender identity,0.98,0.0,29,24,11,4,USD,54596.65,0.03,0.05,https://teleport.org/cities/san-luis-obispo/,337.0,0.11,"(35.3540209, -120.3757163)"
212,32,0.0,46,6,0,No hay dato,54.0,1.7,61.0,8.0,730,580,430,San-Salvador,"San Salvador, El Salvador, is characterized by reasonably priced housing. This urban area is consistently ahead in cost of living.",1436700,34.0, Illegal, Legal," Unrecognized, same-sex marriage and civil unions banned",0.13,53,78,30,38,USD,8020.62,-0.01,0.06,https://teleport.org/cities/san-salvador/,12.5,0.21,"(13.6989939, -89.1914249)"
213,40,0.27,2,11,37,Pontifical Catholic University of Chile,31.0,2.1,33.0,8.2,910,730,540,Santiago,"Santiago, Chile, is characterized by low taxes. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.
Santiago is one of the top ten city matches for 1.7% of Teleport users.",6193900,68.0, Single only, Legal, Civil unions,0.19,91,138,60,196,CLP,22971.44,0.07,0.07,https://teleport.org/cities/santiago/,12.5,0.24,"(9.8694792, -83.7980749)"
214,29,0.0,16,5,0,No hay dato,49.0,1.4,57.0,9.3,620,490,370,Santo-Domingo,"Santo Domingo, Dominican Republic, is characterized by reasonably priced housing. This urban area is consistently ahead in cost of living.",4005300,41.72, Equal, No protections,0.62,0.18,62,108,29,30,DOP,13012.18,0.05,0.14,https://teleport.org/cities/santo-domingo/,12.5,0.2,"(18.4801972, -69.942111)"
215,96,0.0,21,8,52,University of São Paulo,33.0,0.77,34.0,6.5,950,760,580,Sao-Paulo,"Sao Paulo, Brazil, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and startups.
Sao Paulo is one of the top ten city matches for 0.4% of Teleport users.",21382400,60.0, Legal, Legal, Legal,0.42,287,354,149,307,BRL,16096.32,0.03,0.13,https://teleport.org/cities/sao-paulo/,12.5,0.45,"(-23.5506507, -46.6333824)"
216,13,0.1,2,17,0,No hay dato,44.0,2.3,69.0,11.0,470,370,260,Sarajevo,"Sarajevo, Bosnia and Herzegovina, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.
Sarajevo is one of the top ten city matches for 1.9% of Teleport users.",745100,78.59, Equal, Sexual orientation and gender identity,0.75,0.17,38,18,21,14,BAM,9833.2,-0.01,0.43,https://teleport.org/cities/sarajevo/,236.0,0.14,"(43.8519774, 18.3866868)"
217,9,0.13,2,31,5,University of Saskatchewan,55.0,2.5,100.0,15.0,1200,1000,800,Saskatoon,"Saskatoon, Canada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.",199000,80.0, Legal, Legal, Legal,0.05,25,46,6,9,CAD,44843.44,0.09,0.07,https://teleport.org/cities/saskatoon/,299.5,0.13,"(52.131802, -106.660767)"
218,95,0.13,9,76,24,University of Washington,77.0,2.7,59.0,7.9,2600,2100,1600,Seattle,"Seattle, Washington, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, venture capital and healthcare.
Seattle is one of the top ten city matches for 3.2% of Teleport users.",3830300,91.25, Equal, Sexual orientation and gender identity,0.68,0.1,263,251,164,132,USD,54596.65,0.04,0.05,https://teleport.org/cities/seattle/,71.0,0.45,"(47.6038321, -122.3300624)"
219,139,0.62,0,1,7,Seoul National University,39.0,1.1,44.0,11.0,1700,1200,740,Seoul,"Seoul is a fast-paced metropolis with 24 hour facilities and expat-friendly social environment. The vibrant nightlife scene, fabulous pop culture as well as the refreshing nature can be reached by using Seoul’s affordable and reliable public transport system, which is also equipped with public wifi common to the most wired city in the world. The advanced technological environment and delicious local food combined with the low crime rate truly make it a highly attractive destination.
Seoul is one of the top ten city matches for 18.4% of Teleport users.",21658800,39.0,Married couples only, Legal, Unrecognized,0.1,238,215,237,149,KRW,35277.35,0.05,0.04,https://teleport.org/cities/seoul/,250.0,0.62,"(37.5666791, 126.9782914)"
220,49,0.42,1,10,22,University of Seville,59.0,0.84,31.0,6.2,930,760,590,Seville,"Seville, Spain, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.",1073300,88.0, Legal, Legal, Legal,0.21,81,98,50,27,EUR,33711.41,-0.01,0.2,https://teleport.org/cities/seville/,129.0,0.28,"(37.3886303, -5.9953403)"
221,180,0.6,0,5,8,Fudan University,110.0,4.4,73.0,10.0,1800,1300,800,Shanghai,"Shanghai, China, is among the leading cities with a higher number of accelerators or available funding. According to our city rankings, this is a good place to live with high ratings in cost of living, travel connectivity and safety.
Shanghai is one of the top ten city matches for 4.3% of Teleport users.",50883400,21.0, Illegal, Legal, Not legal,0.17,104,106,180,92,CNY,12879.85,0.09,0.04,https://teleport.org/cities/shanghai/,12.6,0.77,"(31.2322758, 121.4692071)"
222,134,0.0,0,1,1,National University of Singapore,30.0,0.91,28.0,6.7,2800,2300,1900,Singapore,"Singapore is the futuristic bridge between East and West. It is an attractive site for startups, offering access to capital and a highly qualified workforce. When it comes to culture, the city is a dense mix of Chinese, Indian and Malay as well as Western influences. Despite Singapore’s high urban density, it remains as one of the greenest cities in the world—nearly half of its compact land area is filled with lush greenery.
Singapore is one of the top ten city matches for 42.0% of Teleport users.",5200600,31.82, Unequal, No protections,1.00,0.07,206,247,109,157,SGD,82762.15,0.12,0.02,https://teleport.org/cities/singapore/,147.0,0.6,"(1.357107, 103.8194992)"
223,33,0.12,2,17,0,No hay dato,27.0,0.81,34.0,6.9,440,350,260,Skopje,"Skopje, Macedonia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, business freedom and safety.
Skopje is one of the top ten city matches for 1.9% of Teleport users.",833100,61.3, Equal, Sexual orientation and gender identity,0.24,0.18,82,90,51,99,MKD,13348.78,0.02,0.25,https://teleport.org/cities/skopje/,12.7,0.22,"(41.9960924, 21.4316495)"
224,41,0.29,2,6,36,No hay dato,27.0,1.9,70.0,12.0,540,450,350,Sofia,"Sofia, Bulgaria, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.
Sofia is one of the top ten city matches for 2.6% of Teleport users.",1345500,79.88, Equal, Sexual orientation and gender identity,0.53,0.2,29,32,55,36,BGN,17860.31,0.03,0.09,https://teleport.org/cities/sofia/,12.7,0.25,"(-15.2538402, 48.2562163)"
225,61,0.19,15,76,24,Washington University in St Louis,51.0,2.3,97.0,12.0,1300,1000,800,St-Louis,"St. Louis, Missouri, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and healthcare.
St. Louis is one of the top ten city matches for 1.4% of Teleport users.",2118800,72.14, Equal, No protections,0.14,0.09,209,212,91,120,USD,54596.65,0.01,0.05,https://teleport.org/cities/st-louis/,101.0,0.32,"(38.6529545, -90.24111656024635)"
226,125,0.68,1,21,19,Karolinska Institute,44.0,1.1,95.0,12.0,2000,1600,1300,Stockholm,"Stockholm has emerged as one of Europe's innovation and entrepreneurial capitals with a vibrant start-up scene and open, tolerant society. It is also one of the cleanest cities in the world with a population of roughly 1 million residents embracing green-leaning programs and strong environmental protection. Stockholm's winter climate can be a challenge to some, but even then, very few would turn down the opportunity to spend time in this welcoming city.
Stockholm is one of the top ten city matches for 1.2% of Teleport users.",2292600,93.59, Equal, Sexual orientation and gender identity,0.18,0.25,128,87,76,94,SEK,45986.38,0.09,0.07,https://teleport.org/cities/stockholm/,0.0,0.56,"(59.3251172, 18.0710935)"
227,80,0.8,1,30,10,University of Stuttgart,68.0,4.4,140.0,11.0,1500,1200,900,Stuttgart,"Stuttgart, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.
Stuttgart is one of the top ten city matches for 2.1% of Teleport users.",1439400,87.0, Step-child adoption only, Legal, Civil unions,0.19,83,101,63,37,EUR,45888.42,0.01,0.04,https://teleport.org/cities/stuttgart/,12.8,0.39,"(48.7784485, 9.1800132)"
228,85,0.25,1,24,16,University of Sydney,56.0,1.6,48.0,5.3,2800,2300,1700,Sydney,"Sydney, Australia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, safety and healthcare.
Sydney is one of the top ten city matches for 2.1% of Teleport users.",6811900,79.0,No hay dato, Legal,Varies by Region,0.1,141,148,76,62,AUD,46433.3,0.07,0.06,https://teleport.org/cities/sydney/,12.6,0.41,"(-33.8548157, 151.2164539)"
229,109,0.0,1,6,5,National Taiwan University,62.0,1.6,27.0,10.0,1100,820,500,Taipei,"Taipei, Taiwan, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and economy.
Taipei is one of the top ten city matches for 13.9% of Teleport users.",9299300,66.1, Equal, No protections,0.94,0.05,99,38,90,64,TWD,45853.74,0.02,0.04,https://teleport.org/cities/taipei/,161.0,0.5,"(25.0375198, 121.5636796)"
230,28,0.2,3,9,4,Tallinn University of Technology,32.0,2.1,60.0,13.0,850,710,570,Tallinn,"With its stunning old town and high tech culture, Tallinn offers a unique blend of history and the modern 21st century living. It is among the most wired cities in the world, offering universal free public wifi and free public transportation for residents. The vibrant start-up scene is actively supported by the government and the city's strong tech eco-system. With low tax rates, cost of living and the seaside location, Tallinn is a truly inviting place to live.
Tallinn is one of the top ten city matches for 14.5% of Teleport users.",412300,75.08, Equal, Sexual orientation and gender identity,0.81,0.2,111,114,53,27,EUR,26998.78,-0.05,0.07,https://teleport.org/cities/tallinn/,13.2,0.2,"(59.4372155, 24.7453688)"
231,98,0.12,12,98,24,University of South Florida,59.0,3.6,62.0,13.0,1600,1300,1100,Tampa-Bay-Area,"Tampa Bay Area, Florida, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and internet access.
Tampa Bay Area is one of the top ten city matches for 1.2% of Teleport users.",3287800,67.19, Equal, No protections,0.39,0.07,373,322,191,195,USD,54596.65,0.07,0.05,https://teleport.org/cities/tampa-bay-area/,102.0,0.46,"(28.0111656, -82.3736474)"
232,10,0.44,3,27,6,University of Tampere,54.0,1.3,17.0,7.9,1400,1100,850,Tampere,"Tampere, Finland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.",264700,77.55, Equal, Sexual orientation and gender identity,0.87,0.24,71,80,51,15,EUR,40346.97,0.06,0.09,https://teleport.org/cities/tampere/,0.0,0.13,"(61.4980214, 23.7603118)"
233,1,0.18,3,9,4,University of Tartu,14.0,1.1,4.0,16.0,710,570,430,Tartu,"By Merilin Jürjo

Tartu is a true student town and home to Estonia's oldest university. Its academic atmosphere and high concentration of bright minds makes it a center for innovation and entrepreneurship. With safe and tolerant environment, the city takes pride in its urban greenery, easy transit and excellent healthcare, all contributing to a high quality of life at a reasonable cost.
Tartu is one of the top ten city matches for 9.9% of Teleport users.",102700,75.08, Equal, Sexual orientation and gender identity,0.73,0.2,30,30,31,4,EUR,26998.78,-0.06,0.07,https://teleport.org/cities/tartu/,236.0,0.1,"(58.3801207, 26.72245)"
234,57,0.24,1,2,0,No hay dato,47.0,0.92,14.0,6.8,410,290,180,Tashkent,"Tashkent, Uzbekistan, features a very safe living environment. When considering your preferences, this city does not have any category with a high rating.",2030900,47.99, Equal, No protections,0.76,0.2,55,48,29,22,UZS,5609.37,0.02,0.05,https://teleport.org/cities/tashkent/,113.0,0.31,"(41.3123363, 69.2787079)"
235,24,0.27,2,7,0,No hay dato,35.0,0.76,17.0,5.9,550,420,300,Tbilisi,"Tbilisi, Georgia, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety.
Tbilisi is one of the top ten city matches for 4.6% of Teleport users.",1116400,80.63, Equal, Sexual orientation and gender identity,0.82,0.18,58,38,36,20,GEL,7653.03,-0.02,0.12,https://teleport.org/cities/tbilisi/,12.7,0.18,"(41.6934591, 44.8014495)"
