,Climate,Growth_percentage,GDP_per_capita,Unemployment_percentage,Homosexuality_acceptance,LGBT_adoption_rights,LGBT_homosexuality_rights,LGBT_marriage_rights,VAT_Sales_Tax,Art_galleries,Concert_venues,Museums,Sport_venues,Currency_for_urban_area,Monthly_Fitness_Club_Membership,Beer,Monthly_Public_Transport,Lunch,Airport_score,Airport_hub,Intercity_train_connectivity,Gun_related_deaths,Guns_per_residents,Pisa_ranking,Best_university,Large_apartment,Medium_apartment,Small_apartment,Description,Poblacion,Cities
212,12.5,-0.01,8.021,0.06,34.0, Illegal, Legal," Unrecognized, same-sex marriage and civil unions banned",0.13,53,78,30,38,USD,30.0,1.3,25.0,5.1,0.21,32,0.0,46,6,0,No hay dato,730,580,430,"San Salvador, El Salvador, is characterized by reasonably priced housing. This urban area is consistently ahead in cost of living.",1436700,San-Salvador
213,12.5,0.07,22.971,0.07,68.0, Single only, Legal, Civil unions,0.19,91,138,60,196,CLP,54.0,1.7,61.0,8.0,0.24,40,0.27,2,11,37,Pontifical Catholic University of Chile,910,730,540,"Santiago, Chile, is characterized by low taxes. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.
Santiago is one of the top ten city matches for 1.7% of Teleport users.",6193900,Santiago
214,12.5,0.05,13.012,0.14,41.72, Equal, No protections,0.62,0.18,62,108,29,30,DOP,31.0,2.1,33.0,8.2,0.2,29,0.0,16,5,0,No hay dato,620,490,370,"Santo Domingo, Dominican Republic, is characterized by reasonably priced housing. This urban area is consistently ahead in cost of living.",4005300,Santo-Domingo
215,12.5,0.03,16.096,0.13,60.0, Legal, Legal, Legal,0.42,287,354,149,307,BRL,49.0,1.4,57.0,9.3,0.45,96,0.0,21,8,52,University of São Paulo,950,760,580,"Sao Paulo, Brazil, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and startups.
Sao Paulo is one of the top ten city matches for 0.4% of Teleport users.",21382400,Sao-Paulo
216,236.0,-0.01,9.833,0.43,78.59, Equal, Sexual orientation and gender identity,0.75,0.17,38,18,21,14,BAM,33.0,0.77,34.0,6.5,0.14,13,0.1,2,17,0,No hay dato,470,370,260,"Sarajevo, Bosnia and Herzegovina, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.
Sarajevo is one of the top ten city matches for 1.9% of Teleport users.",745100,Sarajevo
217,299.5,0.09,44.843,0.07,80.0, Legal, Legal, Legal,0.05,25,46,6,9,CAD,44.0,2.3,69.0,11.0,0.13,9,0.13,2,31,5,University of Saskatchewan,1200,1000,800,"Saskatoon, Canada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.",199000,Saskatoon
218,71.0,0.04,54.597,0.05,91.25, Equal, Sexual orientation and gender identity,0.68,0.1,263,251,164,132,USD,55.0,2.5,100.0,15.0,0.45,95,0.13,9,76,24,University of Washington,2600,2100,1600,"Seattle, Washington, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, venture capital and healthcare.
Seattle is one of the top ten city matches for 3.2% of Teleport users.",3830300,Seattle
219,250.0,0.05,35.277,0.04,39.0,Married couples only, Legal, Unrecognized,0.1,238,215,237,149,KRW,77.0,2.7,59.0,7.9,0.62,139,0.62,0,1,7,Seoul National University,1700,1200,740,"Seoul is a fast-paced metropolis with 24 hour facilities and expat-friendly social environment. The vibrant nightlife scene, fabulous pop culture as well as the refreshing nature can be reached by using Seoul’s affordable and reliable public transport system, which is also equipped with public wifi common to the most wired city in the world. The advanced technological environment and delicious local food combined with the low crime rate truly make it a highly attractive destination.
Seoul is one of the top ten city matches for 18.4% of Teleport users.",21658800,Seoul
220,129.0,-0.01,33.711,0.2,88.0, Legal, Legal, Legal,0.21,81,98,50,27,EUR,39.0,1.1,44.0,11.0,0.28,49,0.42,1,10,22,University of Seville,930,760,590,"Seville, Spain, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.",1073300,Seville
221,12.6,0.09,12.88,0.04,21.0, Illegal, Legal, Not legal,0.17,104,106,180,92,CNY,59.0,0.84,31.0,6.2,0.77,180,0.6,0,5,8,Fudan University,1800,1300,800,"Shanghai, China, is among the leading cities with a higher number of accelerators or available funding. According to our city rankings, this is a good place to live with high ratings in cost of living, travel connectivity and safety.
Shanghai is one of the top ten city matches for 4.3% of Teleport users.",50883400,Shanghai
222,147.0,0.12,82.762,0.02,31.82, Unequal, No protections,1.00,0.07,206,247,109,157,SGD,110.0,4.4,73.0,10.0,0.6,134,0.0,0,1,1,National University of Singapore,2800,2300,1900,"Singapore is the futuristic bridge between East and West. It is an attractive site for startups, offering access to capital and a highly qualified workforce. When it comes to culture, the city is a dense mix of Chinese, Indian and Malay as well as Western influences. Despite Singapore’s high urban density, it remains as one of the greenest cities in the world—nearly half of its compact land area is filled with lush greenery.
Singapore is one of the top ten city matches for 42.0% of Teleport users.",5200600,Singapore
223,12.7,0.02,13.349,0.25,61.3, Equal, Sexual orientation and gender identity,0.24,0.18,82,90,51,99,MKD,30.0,0.91,28.0,6.7,0.22,33,0.12,2,17,0,No hay dato,440,350,260,"Skopje, Macedonia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, business freedom and safety.
Skopje is one of the top ten city matches for 1.9% of Teleport users.",833100,Skopje
224,12.7,0.03,17.86,0.09,79.88, Equal, Sexual orientation and gender identity,0.53,0.2,29,32,55,36,BGN,27.0,0.81,34.0,6.9,0.25,41,0.29,2,6,36,No hay dato,540,450,350,"Sofia, Bulgaria, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.
Sofia is one of the top ten city matches for 2.6% of Teleport users.",1345500,Sofia
225,101.0,0.01,54.597,0.05,72.14, Equal, No protections,0.14,0.09,209,212,91,120,USD,27.0,1.9,70.0,12.0,0.32,61,0.19,15,76,24,Washington University in St Louis,1300,1000,800,"St. Louis, Missouri, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and healthcare.
St. Louis is one of the top ten city matches for 1.4% of Teleport users.",2118800,St-Louis
226,0.0,0.09,45.986,0.07,93.59, Equal, Sexual orientation and gender identity,0.18,0.25,128,87,76,94,SEK,51.0,2.3,97.0,12.0,0.56,125,0.68,1,21,19,Karolinska Institute,2000,1600,1300,"Stockholm has emerged as one of Europe's innovation and entrepreneurial capitals with a vibrant start-up scene and open, tolerant society. It is also one of the cleanest cities in the world with a population of roughly 1 million residents embracing green-leaning programs and strong environmental protection. Stockholm's winter climate can be a challenge to some, but even then, very few would turn down the opportunity to spend time in this welcoming city.
Stockholm is one of the top ten city matches for 1.2% of Teleport users.",2292600,Stockholm
227,12.8,0.01,45.888,0.04,87.0, Step-child adoption only, Legal, Civil unions,0.19,83,101,63,37,EUR,44.0,1.1,95.0,12.0,0.39,80,0.8,1,30,10,University of Stuttgart,1500,1200,900,"Stuttgart, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.
Stuttgart is one of the top ten city matches for 2.1% of Teleport users.",1439400,Stuttgart
228,12.6,0.07,46.433,0.06,79.0,No hay dato, Legal,Varies by Region,0.1,141,148,76,62,AUD,68.0,4.4,140.0,11.0,0.41,85,0.25,1,24,16,University of Sydney,2800,2300,1700,"Sydney, Australia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, safety and healthcare.
Sydney is one of the top ten city matches for 2.1% of Teleport users.",6811900,Sydney
229,161.0,0.02,45.854,0.04,66.1, Equal, No protections,0.94,0.05,99,38,90,64,TWD,56.0,1.6,48.0,5.3,0.5,109,0.0,1,6,5,National Taiwan University,1100,820,500,"Taipei, Taiwan, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and economy.
Taipei is one of the top ten city matches for 13.9% of Teleport users.",9299300,Taipei
230,13.2,-0.05,26.999,0.07,75.08, Equal, Sexual orientation and gender identity,0.81,0.2,111,114,53,27,EUR,62.0,1.6,27.0,10.0,0.2,28,0.2,3,9,4,Tallinn University of Technology,850,710,570,"With its stunning old town and high tech culture, Tallinn offers a unique blend of history and the modern 21st century living. It is among the most wired cities in the world, offering universal free public wifi and free public transportation for residents. The vibrant start-up scene is actively supported by the government and the city's strong tech eco-system. With low tax rates, cost of living and the seaside location, Tallinn is a truly inviting place to live.
Tallinn is one of the top ten city matches for 14.5% of Teleport users.",412300,Tallinn
231,102.0,0.07,54.597,0.05,67.19, Equal, No protections,0.39,0.07,373,322,191,195,USD,32.0,2.1,60.0,13.0,0.46,98,0.12,12,98,24,University of South Florida,1600,1300,1100,"Tampa Bay Area, Florida, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and internet access.
Tampa Bay Area is one of the top ten city matches for 1.2% of Teleport users.",3287800,Tampa-Bay-Area
232,0.0,0.06,40.347,0.09,77.55, Equal, Sexual orientation and gender identity,0.87,0.24,71,80,51,15,EUR,59.0,3.6,62.0,13.0,0.13,10,0.44,3,27,6,University of Tampere,1400,1100,850,"Tampere, Finland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.",264700,Tampere
233,236.0,-0.06,26.999,0.07,75.08, Equal, Sexual orientation and gender identity,0.73,0.2,30,30,31,4,EUR,54.0,1.3,17.0,7.9,0.1,1,0.18,3,9,4,University of Tartu,710,570,430,"By Merilin Jürjo

Tartu is a true student town and home to Estonia's oldest university. Its academic atmosphere and high concentration of bright minds makes it a center for innovation and entrepreneurship. With safe and tolerant environment, the city takes pride in its urban greenery, easy transit and excellent healthcare, all contributing to a high quality of life at a reasonable cost.
Tartu is one of the top ten city matches for 9.9% of Teleport users.",102700,Tartu
234,113.0,0.02,5.609,0.05,47.99, Equal, No protections,0.76,0.2,55,48,29,22,UZS,14.0,1.1,4.0,16.0,0.31,57,0.24,1,2,0,No hay dato,410,290,180,"Tashkent, Uzbekistan, features a very safe living environment. When considering your preferences, this city does not have any category with a high rating.",2030900,Tashkent
235,12.7,-0.02,7.653,0.12,80.63, Equal, Sexual orientation and gender identity,0.82,0.18,58,38,36,20,GEL,47.0,0.92,14.0,6.8,0.18,24,0.27,2,7,0,No hay dato,550,420,300,"Tbilisi, Georgia, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety.
Tbilisi is one of the top ten city matches for 4.6% of Teleport users.",1116400,Tbilisi
236,12.6,0.05,17.114,0.11,10.42,No hay dato, No protections,0.74,0.09,136,184,91,79,IRR,35.0,0.76,17.0,5.9,0.38,77,0.25,1,7,0,Sharif University of Technology,970,770,570,"Tehran, Iran, differentiates itself with low living costs. Our data reflects that this city has a good ranking in housing and safety.",7153300,Tehran
237,287.0,0.08,32.691,0.05,40.0, Legal, Legal, Foreign same-sex marriages recognized only,0.17,163,142,118,70,ILS,79.0,3.0,62.0,15.0,0.39,113,0.28,2,7,32,Tel Aviv University,2000,1600,1200,"Tel Aviv, Israel, is among the leading cities with a higher number of accelerators or available funding. According to our city rankings, this is a good place to live with high ratings in startups, business freedom and safety.
Tel Aviv is one of the top ten city matches for 0.1% of Teleport users.",2554100,Tel-Aviv
238,0.0,0.04,47.355,0.06,97.37, Equal, Sexual orientation and gender identity,0.71,0.21,104,119,68,18,EUR,42.0,1.4,96.0,18.0,0.98,237,0.62,1,4,12,No hay dato,1600,1300,1000,"The Hague, Netherlands, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare.",658200,The-Hague
239,0.0,-0.01,25.859,0.25,53.0, Single only, Legal, Civil unions,0.24,108,101,48,48,EUR,46.0,1.6,35.0,16.0,0.29,54,0.16,2,23,35,Aristotle University of Thessaloniki,550,450,350,"Thessaloniki, Greece, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and leisure & culture.",639700,Thessaloniki
240,12.6,0.01,37.39,0.03,54.0,Ambiguous, Legal, Unrecognized,0.08,286,262,269,202,JPY,98.0,2.2,80.0,9.2,0.63,143,1.0,0,1,3,University of Tokyo,1800,1400,1100,"Tokyo is one of the most vibrant and modern cities in the world. It provides a wide range of opportunities from recreational activities to job offers, and is therefore an appealing choice for people looking for a change. When it comes to food, you are spoiled with choices: there are more restaurants than you could visit in your lifetime. It is also a relatively green city, as 3.6% of Tokyo is covered by parks and forests, and, despite its size, it is still among the safest cities in the world.
Tokyo is one of the top ten city matches for 8.5% of Teleport users.",34597800,Tokyo
241,12.7,0.07,44.843,0.07,80.0, Legal, Legal, Legal,0.05,177,212,111,84,CAD,48.0,2.3,110.0,14.0,0.65,148,0.22,2,31,5,University of Toronto,1900,1600,1300,"Toronto is a multicultural city in every sense of the word. Nearly half of its population are immigrants from virtually every corner of the globe. The city is internationally known as a center of finance and business as well as the film and television industry. However, there are still plenty of ways to unwind, be it hiking in the nature with breathtaking views or immersing in the local cultural scene.
Toronto is one of the top ten city matches for 39.4% of Teleport users.",7692000,Toronto
242,291.0,0.06,40.375,0.1,77.0, Legal, Legal, Legal,0.2,58,52,31,86,EUR,43.0,1.5,62.0,15.0,0.27,47,0.76,3,31,19,No hay dato,1200,930,670,"Toulouse, France, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.",824500,Toulouse
243,12.7,0.09,11.3,0.15,23.49, Equal, No protections,0.74,0.18,134,28,26,48,TND,29.0,0.9,13.0,3.4,0.32,60,0.2,33,0,49,No hay dato,370,310,240,"Tunis, Tunisia, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety.",1229700,Tunis
244,12.8,-0.01,35.486,0.11,74.0, Illegal, Legal, Civil unions,0.22,65,95,67,38,EUR,52.0,1.4,43.0,14.0,0.2,30,0.43,1,12,26,Polytechnic University of Turin,960,760,560,"Turin, Italy, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in healthcare and leisure & culture.",1472300,Turin
245,13.4,0.03,40.347,0.09,77.55, Equal, Sexual orientation and gender identity,0.76,0.24,127,110,84,82,EUR,64.0,2.4,67.0,13.0,0.12,7,0.53,3,27,6,University of Turku,1200,950,730,"Turku, Finland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, commute and safety.",224900,Turku
246,13.3,0.07,45.986,0.07,93.59, Equal, Sexual orientation and gender identity,0.43,0.25,16,0,0,0,SEK,45.0,1.8,90.0,13.0,0.56,125,0.39,1,21,19,Uppsala University,1300,1000,780,"Uppsala, Sweden, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.",175200,Uppsala
247,0.0,0.06,47.355,0.06,97.37, Equal, Sexual orientation and gender identity,0.71,0.21,136,129,66,16,EUR,32.0,1.2,95.0,18.0,0.98,237,0.63,1,4,10,Utrecht University,1800,1400,1100,"Utrecht, Netherlands, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare.
Utrecht is one of the top ten city matches for 3.8% of Teleport users.",578500,Utrecht
248,91.0,0.0,33.711,0.2,88.0, Legal, Legal, Legal,0.21,87,141,98,128,EUR,42.0,1.1,56.0,12.0,0.31,57,0.39,1,10,22,University of Valencia,910,790,660,"Valencia, Spain, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.
Valencia is one of the top ten city matches for 0.9% of Teleport users.",2077600,Valencia
249,12.6,0.01,33.216,0.05,88.44, Equal, Sexual orientation and gender identity,0.61,0.18,16,32,52,7,EUR,31.0,1.7,9.3,64.0,0.38,76,0.0,2,12,0,No hay dato,1400,1200,910,"Valletta, Malta, features a very safe living environment. Our data reflects that this city has a good ranking in healthcare and tolerance.",398400,Valletta
250,199.9,0.07,44.843,0.07,80.0, Legal, Legal, Legal,0.05,191,167,104,82,CAD,46.0,3.3,83.0,13.0,0.42,86,0.14,2,31,5,University of British Columbia,2100,1700,1300,"Vancouver is a city with high-rise buildings, picturesque mountains and easily distinguishable ethnic neighborhoods. The city ranks high in cleanliness and quality of living, but is also one of the most expensive cities in Canada. Besides forestry, Vancouver is becoming an influencer in industries like software, film and biotechnology. For those interested in being in the open air, there are plenty of opportunities from boating to mountain skiing.
Vancouver is one of the top ten city matches for 26.4% of Teleport users.",2750400,Vancouver
251,213.1,0.03,44.843,0.07,80.0, Legal, Legal, Legal,0.05,62,43,9,6,CAD,40.0,2.6,72.0,14.0,0.18,24,0.12,2,31,5,University of Victoria,1700,1300,920,"Victoria, Canada, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare.",307600,Victoria
252,172.0,0.04,46.42,0.06,88.24, Equal, Sexual orientation and gender identity,0.89,0.2,94,104,78,71,EUR,55.0,1.6,53.0,13.0,0.65,149,0.95,3,30,20,University of Vienna,1600,1200,850,"Vienna is a truly imperial city filled with palaces, gardens and historical sites. Its wealth and power contributed greatly to the arts and development of classical music. It is also known as one of the great cafe cities of the world with a coffee-house culture dating back to the 17th century. The Viennese take coffee seriously—if you do, too, this might be your city.
Vienna is one of the top ten city matches for 25.7% of Teleport users.",3426600,Vienna
253,49.4,0.01,27.051,0.08,82.2, Equal, Sexual orientation and gender identity,0.64,0.21,54,52,55,24,EUR,63.0,1.3,37.0,7.8,0.26,46,0.16,2,1,30,Vilnius University,780,630,480,"By Gabija Mušeikytė

Vilnius is an innovative city with great business freedom and affordable housing. Offering one of the fastest public wifi upload speeds in the world and a low cost of living, the city has become an attractive business center. Along with its modern facilities and high environmental quality, Vilnius has a rich historical background that remains an important part of the city’s identity.
Vilnius is one of the top ten city matches for 3.7% of Teleport users.",809200,Vilnius
254,12.9,0.02,25.105,0.1,42.0, Illegal, Legal, Unrecognized,0.23,48,49,56,61,PLN,36.0,0.91,30.0,7.3,0.45,94,0.33,0,1,14,Warsaw University of Technology,1100,850,640,"By Adam Stasiak

Warsaw, a unique blend of the old and new, is comprised of 18 districts, each with their distinctive characteristics. Warsaw's widely varied architecture reflects its tumultuous history and adds to a vibrant cultural scene - both classical and underground. Its history, cuisine and quality of life have made Warsaw an increasingly popular destination and its reasonable cost of living adds to the charm.
Warsaw is one of the top ten city matches for 10.8% of Teleport users.",4305300,Warsaw
255,97.0,0.05,54.597,0.05,100.0, Equal, Sexual orientation and gender identity,0.31,0.0,283,195,215,221,USD,80.0,3.0,190.0,16.0,0.69,104,0.21,16,491,24,"University of Maryland, College Park",2900,2400,1800,"Washington, District of Columbia, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in startups, venture capital and business freedom.
Washington, D.C. is one of the top ten city matches for 3.4% of Teleport users.",4635500,Washington-dc
256,180.0,0.04,35.152,0.05,93.65, Equal, Sexual orientation and gender identity,0.66,0.15,64,29,33,28,NZD,37.0,3.8,110.0,12.0,0.17,21,0.0,1,23,12,Victoria University of Wellington,1900,1600,1300,"Wellington, New Zealand, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.
Wellington is one of the top ten city matches for 2.8% of Teleport users.",586500,Wellington
257,12.9,0.03,44.843,0.07,80.0, Legal, Legal, Legal,0.05,58,62,22,26,CAD,40.0,2.9,66.0,14.0,0.18,23,0.12,2,31,5,University of Manitoba,1100,910,720,"Winnipeg, Canada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and taxation.",632100,Winnipeg
258,12.9,-0.01,25.105,0.1,42.0, Illegal, Legal, Unrecognized,0.23,53,33,32,10,PLN,27.0,0.93,24.0,7.2,0.21,31,0.24,0,1,10,No hay dato,830,680,540,"Wroclaw, Poland, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in cost of living and safety.",667500,Wroclaw
259,286.0,0.02,7.374,0.18,59.44, Equal, No protections,0.87,0.2,83,89,66,22,AMD,57.0,0.89,13.0,6.3,0.22,35,0.13,1,13,0,No hay dato,440,350,250,"Yerevan, Armenia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.
Yerevan is one of the top ten city matches for 1.7% of Teleport users.",1886700,Yerevan
260,12.8,0.01,20.889,0.16,80.17, Equal, Sexual orientation and gender identity,0.77,0.25,94,70,52,35,HRK,45.0,1.5,61.0,9.1,0.19,27,0.21,3,22,22,No hay dato,690,560,430,"Zagreb, Croatia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and environmental quality.
Zagreb is one of the top ten city matches for 1.3% of Teleport users.",950200,Zagreb
261,36.0,0.06,58.087,0.03,81.79, Equal, Sexual orientation and gender identity,0.92,0.08,89,125,99,49,CHF,100.0,2.4,100.0,29.0,0.61,137,0.94,3,24,11,ETH Zurich – Swiss Federal Institute of Technology Zurich,3100,2500,1900,"Zurich is one of the wealthiest but also one of the most expensive cities in Europe. It is a leader in the world's financial industry as well as an international hub for banking. Zurich is also the center for development and scientific research with two world-class universities within its boundaries. The city is extremely well-connected through public transport and offers an exceptionally high quality of life.
Zurich is one of the top ten city matches for 13.3% of Teleport users.",2236000,Zurich
